track_id,error_category,axes,optimal_lambda,optimal_F,optimal_CMLt,optimal_AMLt,default_F,default_CMLt,default_AMLt,delta_F,F_lam1,F_lam2,F_lam5,F_lam10,F_lam20,F_lam30,F_lam50,F_lam75,F_lam100,F_lam150,F_lam200,F_lam300,F_lam500
smc_046,continuity_drift,Weak beat cues;Tempo instability;Metrical ambiguity,500,0.7368421052631579,0.9210526315789473,0.9210526315789473,0.6329113924050632,0.7317073170731707,0.7317073170731707,0.10393071285809463,0.625,0.625,0.625,0.625,0.6500000000000001,0.6329113924050632,0.6075949367088608,0.6329113924050632,0.6329113924050632,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.7368421052631579
smc_047,octave_error,Weak beat cues;Tempo instability,5,0.6896551724137931,0.35294117647058826,0.3611111111111111,0.5789473684210527,0.0,0.9615384615384616,0.1107078039927405,0.6206896551724139,0.6436781609195402,0.6896551724137931,0.6666666666666667,0.6896551724137931,0.6896551724137931,0.627906976744186,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527
smc_048,other,Weak beat cues;Tempo instability,1,0.4,0.36666666666666664,0.36666666666666664,0.3389830508474576,0.0,0.9487179487179487,0.06101694915254241,0.4,0.4,0.4,0.3829787234042553,0.3829787234042553,0.3829787234042553,0.3829787234042553,0.3829787234042553,0.3389830508474576,0.3389830508474576,0.3728813559322034,0.3728813559322034,0.3389830508474576
smc_051,other,Weak beat cues;Tempo instability,200,0.7297297297297297,1.0,1.0,0.6067415730337079,0.5576923076923077,0.5576923076923077,0.12298815669602181,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.5714285714285715,0.5909090909090909,0.6136363636363636,0.6067415730337079,0.6067415730337079,0.6329113924050633,0.7297297297297297,0.7297297297297297,0.7297297297297297
smc_052,continuity_drift,Weak beat cues;Tempo instability,75,0.7358490566037735,0.9056603773584906,0.9056603773584906,0.7358490566037735,0.9056603773584906,0.9056603773584906,0.0,0.7169811320754716,0.7169811320754716,0.7169811320754716,0.7169811320754716,0.7169811320754716,0.7169811320754716,0.7169811320754716,0.7358490566037735,0.7358490566037735,0.7358490566037735,0.7358490566037735,0.7358490566037735,0.6981132075471698
smc_054,good,Weak beat cues;Tempo instability,2,0.9444444444444445,0.9459459459459459,0.9459459459459459,0.9444444444444445,0.9459459459459459,0.9459459459459459,0.0,0.9315068493150684,0.9444444444444445,0.9444444444444445,0.9444444444444445,0.9444444444444445,0.9444444444444445,0.9444444444444445,0.9444444444444445,0.9444444444444445,0.9444444444444445,0.9444444444444445,0.9444444444444445,0.9444444444444445
smc_055,other,Weak beat cues;Tempo instability;Metrical ambiguity,75,0.7272727272727273,0.8205128205128205,0.8205128205128205,0.7272727272727273,0.8205128205128205,0.8205128205128205,0.0,0.5507246376811593,0.5507246376811593,0.5507246376811593,0.5507246376811593,0.6578947368421052,0.7105263157894737,0.7105263157894737,0.7272727272727273,0.7272727272727273,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
smc_056,other,Tempo instability;Metrical ambiguity,2,0.3076923076923077,0.15254237288135594,0.15254237288135594,0.21153846153846156,0.03389830508474576,0.05172413793103448,0.09615384615384615,0.2631578947368421,0.3076923076923077,0.3076923076923077,0.24561403508771928,0.20183486238532108,0.22018348623853212,0.23913043478260868,0.23809523809523808,0.21153846153846156,0.21153846153846156,0.20224719101123598,0.20224719101123598,0.17073170731707316
smc_057,other,Weak beat cues;Tempo instability;Structural/context,30,0.523076923076923,0.6,0.6,0.49275362318840576,0.7714285714285715,0.7714285714285715,0.03032329988851723,0.4931506849315068,0.4931506849315068,0.4931506849315068,0.47887323943661975,0.5074626865671641,0.523076923076923,0.49275362318840576,0.49275362318840576,0.49275362318840576,0.49275362318840576,0.49275362318840576,0.5217391304347826,0.4411764705882353
smc_058,octave_error,Weak beat cues;Tempo instability;Metrical ambiguity,100,0.5,0.8333333333333334,0.8333333333333334,0.5,0.8333333333333334,0.8333333333333334,0.0,0.40540540540540543,0.39436619718309857,0.3880597014925373,0.3880597014925373,0.3880597014925373,0.3582089552238806,0.4411764705882353,0.4411764705882353,0.5,0.5,0.5,0.5,0.4722222222222222
smc_059,other,Weak beat cues,5,0.3,0.01282051282051282,0.01282051282051282,0.26804123711340205,0.01818181818181818,0.01818181818181818,0.031958762886597936,0.29032258064516125,0.29032258064516125,0.3,0.3,0.25,0.2708333333333333,0.2708333333333333,0.26804123711340205,0.26804123711340205,0.26804123711340205,0.26804123711340205,0.26804123711340205,0.26804123711340205
smc_060,other,Weak beat cues;Tempo instability,1,0.5714285714285715,0.4634146341463415,0.4634146341463415,0.54320987654321,0.5609756097560976,0.5609756097560976,0.02821869488536155,0.5714285714285715,0.5194805194805195,0.5194805194805195,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.54320987654321,0.54320987654321,0.5679012345679012,0.54320987654321,0.5679012345679012,0.5679012345679012
smc_061,other,Weak beat cues;Tempo instability;Metrical ambiguity,1,0.5573770491803278,0.18421052631578946,0.6,0.5,0.0,0.9333333333333333,0.05737704918032782,0.5573770491803278,0.5573770491803278,0.53125,0.53125,0.523076923076923,0.523076923076923,0.5573770491803278,0.5,0.5,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.47058823529411764
smc_063,continuity_drift,Weak beat cues;Tempo instability,200,0.7766990291262137,0.8461538461538461,0.8461538461538461,0.7572815533980582,0.8653846153846154,0.8653846153846154,0.019417475728155442,0.6666666666666666,0.6857142857142857,0.6857142857142857,0.6981132075471698,0.679245283018868,0.6981132075471698,0.7572815533980582,0.7572815533980582,0.7572815533980582,0.7572815533980582,0.7766990291262137,0.7766990291262137,0.7766990291262137
smc_064,total_failure,Weak beat cues,1,0.0,0.02,0.18,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smc_065,good,Weak beat cues;Metrical ambiguity,1,0.9767441860465116,1.0,1.0,0.9767441860465116,1.0,1.0,0.0,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9767441860465116
smc_066,other,Weak beat cues;Tempo instability;Metrical ambiguity,50,0.6296296296296297,0.9629629629629629,0.9629629629629629,0.6296296296296297,0.9629629629629629,0.9629629629629629,0.0,0.5333333333333333,0.5333333333333333,0.5517241379310345,0.5517241379310345,0.5517241379310345,0.5862068965517241,0.6296296296296297,0.6296296296296297,0.6296296296296297,0.5925925925925926,0.5925925925925926,0.5925925925925926,0.5925925925925926
smc_067,good,Tempo instability;Metrical ambiguity,1,0.8712871287128714,0.9411764705882353,0.9411764705882353,0.8712871287128714,0.9411764705882353,0.9411764705882353,0.0,0.8712871287128714,0.8712871287128714,0.8712871287128714,0.8712871287128714,0.8712871287128714,0.8712871287128714,0.8712871287128714,0.8712871287128714,0.8712871287128714,0.8712871287128714,0.8712871287128714,0.8712871287128714,0.8712871287128714
smc_068,good,Weak beat cues;Metrical ambiguity,1,0.9433962264150944,0.9811320754716981,0.9811320754716981,0.9433962264150944,0.9811320754716981,0.9811320754716981,0.0,0.9433962264150944,0.9433962264150944,0.9433962264150944,0.9433962264150944,0.9433962264150944,0.9433962264150944,0.9433962264150944,0.9433962264150944,0.9433962264150944,0.9433962264150944,0.9433962264150944,0.9433962264150944,0.9433962264150944
smc_069,good,Tempo instability;Structural/context,1,0.7835051546391752,0.8367346938775511,0.8367346938775511,0.7216494845360826,0.7346938775510204,0.7346938775510204,0.061855670103092675,0.7835051546391752,0.7835051546391752,0.7835051546391752,0.7835051546391752,0.7835051546391752,0.7835051546391752,0.7628865979381444,0.7422680412371135,0.7216494845360826,0.7010309278350516,0.7010309278350516,0.6597938144329897,0.6597938144329897
smc_071,good,Weak beat cues;Tempo instability;Metrical ambiguity,1,0.9782608695652174,1.0,1.0,0.9782608695652174,1.0,1.0,0.0,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174
smc_072,good,Weak beat cues;Tempo instability,200,0.8974358974358975,1.0,1.0,0.8717948717948718,1.0,1.0,0.02564102564102566,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.8717948717948718,0.8717948717948718,0.8974358974358975,0.8974358974358975,0.8974358974358975
smc_073,good,Weak beat cues;Tempo instability,50,0.9024390243902439,1.0,1.0,0.9024390243902439,1.0,1.0,0.0,0.8048780487804877,0.8048780487804877,0.8048780487804877,0.8048780487804877,0.8461538461538461,0.8536585365853658,0.9024390243902439,0.9024390243902439,0.9024390243902439,0.9024390243902439,0.9024390243902439,0.9024390243902439,0.9024390243902439
smc_074,other,Weak beat cues;Tempo instability;Metrical ambiguity,10,0.5925925925925926,0.11320754716981132,0.11320754716981132,0.5066666666666666,0.018867924528301886,0.038461538461538464,0.08592592592592596,0.54320987654321,0.54320987654321,0.5185185185185185,0.5925925925925926,0.5384615384615384,0.5128205128205128,0.48717948717948717,0.48717948717948717,0.5066666666666666,0.39080459770114945,0.41379310344827586,0.43181818181818177,0.45070422535211263
smc_075,other,Weak beat cues;Metrical ambiguity,500,0.6956521739130436,0.8085106382978723,0.8085106382978723,0.5869565217391305,0.723404255319149,0.723404255319149,0.10869565217391308,0.608695652173913,0.608695652173913,0.608695652173913,0.608695652173913,0.5869565217391305,0.5652173913043478,0.5869565217391305,0.5869565217391305,0.5869565217391305,0.5652173913043478,0.5434782608695652,0.5434782608695652,0.6956521739130436
smc_076,other,Tempo instability,1,0.3673469387755102,0.11764705882352941,0.11764705882352941,0.19999999999999998,0.0,0.06060606060606061,0.16734693877551024,0.3673469387755102,0.3673469387755102,0.3043478260869565,0.3043478260869565,0.3333333333333333,0.32653061224489793,0.2545454545454546,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.175,0.17073170731707318,0.19277108433734938
smc_079,other,Tempo instability;Metrical ambiguity,1,0.6706586826347305,0.1388888888888889,0.576271186440678,0.6097560975609756,0.009259259259259259,0.7678571428571429,0.0609025850737549,0.6706586826347305,0.6706586826347305,0.6341463414634146,0.6211180124223602,0.5838509316770186,0.5838509316770186,0.5838509316770186,0.569620253164557,0.6097560975609756,0.5975609756097561,0.5975609756097561,0.5975609756097561,0.5975609756097561
smc_080,other,Weak beat cues;Tempo instability;Metrical ambiguity,1,0.3333333333333333,0.06382978723404255,0.14893617021276595,0.27848101265822783,0.0,0.03333333333333333,0.05485232067510548,0.3333333333333333,0.30303030303030304,0.30303030303030304,0.30303030303030304,0.2727272727272727,0.2686567164179105,0.3157894736842105,0.30379746835443044,0.27848101265822783,0.24390243902439024,0.24390243902439024,0.21951219512195122,0.2469135802469136
smc_082,good,Weak beat cues;Tempo instability;Metrical ambiguity,100,0.9268292682926829,0.803030303030303,0.803030303030303,0.9268292682926829,0.803030303030303,0.803030303030303,0.0,0.7809523809523811,0.859504132231405,0.8760330578512396,0.8760330578512396,0.9016393442622951,0.9016393442622951,0.9016393442622951,0.9016393442622951,0.9268292682926829,0.9268292682926829,0.9268292682926829,0.9268292682926829,0.9268292682926829
smc_084,total_failure,Weak beat cues;Tempo instability;Metrical ambiguity,75,0.1851851851851852,0.3793103448275862,0.3793103448275862,0.1851851851851852,0.3793103448275862,0.3793103448275862,0.0,0.14814814814814817,0.14814814814814817,0.14814814814814817,0.14814814814814817,0.14814814814814817,0.14814814814814817,0.14814814814814817,0.1851851851851852,0.1851851851851852,0.14814814814814817,0.14814814814814817,0.11111111111111112,0.0425531914893617
smc_085,octave_error,Weak beat cues;Metrical ambiguity,5,0.3225806451612903,0.59375,0.59375,0.3125,0.65625,0.65625,0.010080645161290314,0.3125,0.3125,0.3225806451612903,0.3225806451612903,0.3125,0.3125,0.3125,0.3125,0.3125,0.28125,0.28125,0.28125,0.28125
